program;lopnr;female;kull;termin;tnr;status;poang_p;kullnr;ptnr
F;6850;0;20022;20061;26;8;55.5;19;8
F;6850;0;20022;20062;27;9;7.5;19;9
F;6850;0;20022;20071;28;9;42;19;10
F;6850;0;20022;20072;29;9;0;19;11
F;6850;0;20022;20081;30;-5;0;19;12
M;6851;0;20092;20092;33;1;28;33;1
M;6851;0;20092;20101;34;2;33;33;2
M;6851;0;20092;20102;35;3;30;33;3
M;6851;0;20092;20111;36;4;30;33;4
M;6851;0;20092;20112;37;5;18.5;33;5
M;6851;0;20092;20121;38;6;44;33;6
M;6851;0;20092;20122;39;7;18.5;33;7
M;6851;0;20092;20131;40;8;27.5;33;8
M;6851;0;20092;20132;41;9;30;33;9
M;6851;0;20092;20141;42;10;37;33;10
M;6851;0;20092;20142;43;10;21;33;11
M;6851;0;20092;20151;44;10;30;33;12
M;6851;0;20092;20152;45;10;3;33;13
M;6851;0;20092;20161;46;-5;0;33;14
L;6852;1;20032;20032;21;1;19.5;21;1
L;6852;1;20032;20041;22;2;27;21;2
L;6852;1;20032;20042;23;3;19.5;21;3
L;6852;1;20032;20051;24;4;21;21;4
L;6852;1;20032;20052;25;5;27;21;5
L;6852;1;20032;20061;26;6;33;21;6
L;6852;1;20032;20062;27;6;24;21;7
L;6852;1;20032;20071;28;6;30;21;8
L;6852;1;20032;20072;29;7;0;21;9
L;6852;1;20032;20081;30;-4;30;21;10
L;6852;1;20032;20082;31;-4;0;21;11
L;6852;1;20032;20091;32;-4;0;21;12
L;6852;1;20032;20092;33;-4;0;21;13
L;6852;1;20032;20101;34;-2;0;21;14
L;6852;1;20032;20102;35;-2;0;21;15
L;6852;1;20032;20111;36;-2;0;21;16
L;6852;1;20032;20112;37;-2;0;21;17
L;6852;1;20032;20121;38;-2;0;21;18
L;6852;1;20032;20122;39;-2;0;21;19
L;6852;1;20032;20131;40;-4;0;21;20
L;6852;1;20032;20132;41;-4;0;21;21
L;6852;1;20032;20141;42;-4;0;21;22
L;6852;1;20032;20142;43;-4;0;21;23
L;6852;1;20032;20151;44;-7;0;21;24
V;6853;0;20062;20062;27;1;24;27;1
V;6853;0;20062;20071;28;2;30;27;2
V;6853;0;20062;20072;29;3;31.5;27;3
V;6853;0;20062;20081;30;4;30;27;4
V;6853;0;20062;20082;31;5;30;27;5
V;6853;0;20062;20091;32;6;27;27;6
V;6853;0;20062;20092;33;7;36;27;7
V;6853;0;20062;20101;34;8;27;27;8
V;6853;0;20062;20102;35;9;0;27;9
V;6853;0;20062;20111;36;-4;0;27;10
V;6853;0;20062;20112;37;9;30;27;11
V;6853;0;20062;20121;38;-5;0;27;12
P;6854;1;20072;20072;29;1;12.5;29;1
P;6854;1;20072;20081;30;2;47.5;29;2
P;6854;1;20072;20082;31;3;20.5;29;3
P;6854;1;20072;20091;32;4;19.5;29;4
P;6854;1;20072;20092;33;5;22;29;5
P;6854;1;20072;20101;34;6;20.5;29;6
P;6854;1;20072;20102;35;6;36.5;29;7
P;6854;1;20072;20111;36;8;21;29;8
P;6854;1;20072;20112;37;9;17.5;29;9
P;6854;1;20072;20121;38;10;30;29;10
P;6854;1;20072;20122;39;10;39;29;11
P;6854;1;20072;20131;40;10;20.5;29;12
P;6854;1;20072;20132;41;-5;0;29;13
V;6855;0;19952;19952;5;1;19.5;5;1
V;6855;0;19952;19961;6;2;30;5;2
V;6855;0;19952;19962;7;3;7.5;5;3
V;6855;0;19952;19971;8;4;54;5;4
V;6855;0;19952;19972;9;5;30;5;5
V;6855;0;19952;19981;10;6;48;5;6
V;6855;0;19952;19982;11;7;16.5;5;7
V;6855;0;19952;19991;12;8;22.5;5;8
V;6855;0;19952;19992;13;-3;0;5;9
V;6855;0;19952;20001;14;-3;6;5;10
V;6855;0;19952;20002;15;9;0;5;11
V;6855;0;19952;20011;16;-5;40.5;5;12
V;6856;0;20042;20042;23;1;16.5;23;1
V;6856;0;20042;20051;24;2;9;23;2
V;6856;0;20042;20052;25;3;33;23;3
V;6856;0;20042;20061;26;4;13.5;23;4
V;6856;0;20042;20062;27;-2;0;23;5
V;6856;0;20042;20071;28;-2;0;23;6
V;6856;0;20042;20072;29;-7;0;23;7
D;6857;0;19952;19952;5;1;3;5;1
D;6857;0;19952;19961;6;2;4.5;5;2
D;6857;0;19952;19962;7;2;21;5;3
D;6857;0;19952;19971;8;2;13.5;5;4
D;6857;0;19952;19972;9;-2;0;5;5
D;6857;0;19952;19981;10;4;6;5;6
D;6857;0;19952;19982;11;-2;0;5;7
D;6857;0;19952;19991;12;-2;0;5;8
D;6857;0;19952;19992;13;-4;0;5;9
D;6857;0;19952;20001;14;-4;0;5;10
D;6857;0;19952;20002;15;-4;0;5;11
D;6857;0;19952;20011;16;-4;0;5;12
D;6857;0;19952;20012;17;-4;0;5;13
D;6857;0;19952;20021;18;-4;0;5;14
D;6857;0;19952;20022;19;-4;0;5;15
D;6857;0;19952;20031;20;-4;0;5;16
D;6857;0;19952;20032;21;-4;0;5;17
D;6857;0;19952;20041;22;-4;0;5;18
D;6857;0;19952;20042;23;-4;0;5;19
D;6857;0;19952;20051;24;-4;0;5;20
D;6857;0;19952;20052;25;-4;0;5;21
D;6857;0;19952;20061;26;-4;0;5;22
D;6857;0;19952;20062;27;-4;0;5;23
D;6857;0;19952;20071;28;-4;0;5;24
D;6857;0;19952;20072;29;-4;0;5;25
D;6857;0;19952;20081;30;-4;0;5;26
D;6857;0;19952;20082;31;-7;0;5;27
D;6858;0;20112;20112;37;1;11.5;37;1
D;6858;0;20112;20121;38;2;18;37;2
D;6858;0;20112;20122;39;-2;0;37;3
D;6858;0;20112;20131;40;-2;0;37;4
D;6858;0;20112;20132;41;3;0;37;5
D;6858;0;20112;20141;42;-2;0;37;6
D;6858;0;20112;20142;43;-7;0;37;7
F;6859;0;20112;20112;37;1;30;37;1
F;6859;0;20112;20121;38;2;24;37;2
F;6859;0;20112;20122;39;3;25.5;37;3
F;6859;0;20112;20131;40;4;29.5;37;4
F;6859;0;20112;20132;41;5;19;37;5
F;6859;0;20112;20141;42;6;46.5;37;6
F;6859;0;20112;20142;43;7;23;37;7
F;6859;0;20112;20151;44;8;32;37;8
F;6859;0;20112;20152;45;9;15;37;9
F;6859;0;20112;20161;46;10;12;37;10
M;6860;1;20042;20042;23;1;30;23;1
M;6860;1;20042;20051;24;2;30;23;2
M;6860;1;20042;20052;25;3;30;23;3
M;6860;1;20042;20061;26;4;31.5;23;4
M;6860;1;20042;20062;27;5;25.5;23;5
M;6860;1;20042;20071;28;6;40.5;23;6
M;6860;1;20042;20072;29;-2;0;23;7
M;6860;1;20042;20081;30;-3;0;23;8
M;6860;1;20042;20082;31;-3;0;23;9
M;6860;1;20042;20091;32;-5;30;23;10
C;6861;0;20022;20022;19;1;24;19;1
C;6861;0;20022;20031;20;2;36;19;2
C;6861;0;20022;20032;21;3;27;19;3
C;6861;0;20022;20041;22;4;34.5;19;4
C;6861;0;20022;20042;23;5;28.5;19;5
C;6861;0;20022;20051;24;6;33;19;6
C;6861;0;20022;20052;25;7;34.5;19;7
C;6861;0;20022;20061;26;8;27;19;8
C;6861;0;20022;20062;27;-5;30;19;9
M;6862;0;20022;20022;19;1;15;19;1
M;6862;0;20022;20031;20;2;18;19;2
M;6862;0;20022;20032;21;3;15;19;3
M;6862;0;20022;20041;22;4;30;19;4
M;6862;0;20022;20042;23;5;31.5;19;5
M;6862;0;20022;20051;24;-3;6;19;6
M;6862;0;20022;20052;25;-3;0;19;7
M;6862;0;20022;20061;26;8;15;19;8
M;6862;0;20022;20062;27;8;0;19;9
M;6862;0;20022;20071;28;8;18;19;10
M;6862;0;20022;20072;29;9;9;19;11
M;6862;0;20022;20081;30;9;7.5;19;12
M;6862;0;20022;20082;31;9;4.5;19;13
M;6862;0;20022;20091;32;-5;30;19;14
D;6863;0;20012;20012;17;1;15;17;1
D;6863;0;20012;20021;18;2;34.5;17;2
D;6863;0;20012;20022;19;3;34.5;17;3
D;6863;0;20012;20031;20;4;22.5;17;4
D;6863;0;20012;20032;21;5;13.5;17;5
D;6863;0;20012;20041;22;6;39;17;6
D;6863;0;20012;20042;23;7;36;17;7
D;6863;0;20012;20051;24;8;37.5;17;8
D;6863;0;20012;20052;25;9;0;17;9
D;6863;0;20012;20061;26;9;30;17;10
D;6863;0;20012;20062;27;9;0;17;11
D;6863;0;20012;20071;28;-4;0;17;12
D;6863;0;20012;20072;29;9;0;17;13
D;6863;0;20012;20081;30;-4;0;17;14
D;6863;0;20012;20082;31;-4;0;17;15
D;6863;0;20012;20091;32;-4;0;17;16
D;6863;0;20012;20092;33;-4;0;17;17
D;6863;0;20012;20101;34;-4;0;17;18
D;6863;0;20012;20102;35;-4;0;17;19
D;6863;0;20012;20111;36;-4;0;17;20
D;6863;0;20012;20112;37;-4;0;17;21
D;6863;0;20012;20121;38;-4;0;17;22
D;6863;0;20012;20122;39;-4;0;17;23
D;6863;0;20012;20131;40;-4;0;17;24
D;6863;0;20012;20132;41;-4;0;17;25
D;6863;0;20012;20141;42;-4;0;17;26
D;6863;0;20012;20142;43;-4;0;17;27
D;6863;0;20012;20151;44;-7;0;17;28
V;6864;0;20142;20142;43;1;18.5;43;1
V;6864;0;20142;20151;44;2;34.5;43;2
V;6864;0;20142;20152;45;3;6;43;3
V;6864;0;20142;20161;46;4;42;43;4
D;6865;0;20082;20082;31;1;3;31;1
D;6865;0;20082;20091;32;-7;0;31;2
F;6866;0;20022;20022;19;1;19.5;19;1
F;6866;0;20022;20031;20;2;33;19;2
F;6866;0;20022;20032;21;-2;0;19;3
F;6866;0;20022;20041;22;-2;0;19;4
F;6866;0;20022;20042;23;-4;0;19;5
F;6866;0;20022;20051;24;-4;0;19;6
F;6866;0;20022;20052;25;-4;0;19;7
F;6866;0;20022;20061;26;-4;0;19;8
F;6866;0;20022;20062;27;-4;0;19;9
F;6866;0;20022;20071;28;-4;0;19;10
F;6866;0;20022;20072;29;-4;0;19;11
F;6866;0;20022;20081;30;-4;0;19;12
F;6866;0;20022;20082;31;-4;0;19;13
F;6866;0;20022;20091;32;-4;0;19;14
F;6866;0;20022;20092;33;-4;0;19;15
F;6866;0;20022;20101;34;-4;0;19;16
F;6866;0;20022;20102;35;-4;0;19;17
F;6866;0;20022;20111;36;-7;0;19;18
M;6867;0;19942;19942;3;1;0;3;1
M;6867;0;19942;19951;4;-2;0;3;2
M;6867;0;19942;19952;5;-2;0;3;3
M;6867;0;19942;19961;6;-2;0;3;4
M;6867;0;19942;19962;7;-4;0;3;5
M;6867;0;19942;19971;8;-4;0;3;6
M;6867;0;19942;19972;9;-7;7.5;3;7
F;6868;1;20052;20052;25;1;15;25;1
F;6868;1;20052;20061;26;2;6;25;2
F;6868;1;20052;20062;27;3;21;25;3
F;6868;1;20052;20071;28;3;9;25;4
F;6868;1;20052;20072;29;5;12;25;5
F;6868;1;20052;20081;30;6;21;25;6
F;6868;1;20052;20082;31;6;7.5;25;7
F;6868;1;20052;20091;32;6;33;25;8
F;6868;1;20052;20092;33;6;19.5;25;9
F;6868;1;20052;20101;34;7;39.5;25;10
F;6868;1;20052;20102;35;7;0;25;11
F;6868;1;20052;20111;36;8;61.5;25;12
F;6868;1;20052;20112;37;9;0;25;13
F;6868;1;20052;20121;38;-4;0;25;14
F;6868;1;20052;20122;39;9;0;25;15
F;6868;1;20052;20131;40;9;6;25;16
F;6868;1;20052;20132;41;-5;15;25;17
V;6869;0;19942;19942;3;1;12;3;1
V;6869;0;19942;19951;4;2;9;3;2
V;6869;0;19942;19952;5;3;31.5;3;3
V;6869;0;19942;19961;6;4;19.5;3;4
V;6869;0;19942;19962;7;5;21;3;5
V;6869;0;19942;19971;8;5;4.5;3;6
V;6869;0;19942;19972;9;-4;4.5;3;7
V;6869;0;19942;19981;10;6;10.5;3;8
V;6869;0;19942;19982;11;-4;0;3;9
V;6869;0;19942;19991;12;6;12;3;10
V;6869;0;19942;19992;13;7;7.5;3;11
V;6869;0;19942;20001;14;-4;0;3;12
V;6869;0;19942;20002;15;7;6;3;13
V;6869;0;19942;20011;16;-4;0;3;14
V;6869;0;19942;20012;17;-3;0;3;15
V;6869;0;19942;20021;18;-3;7.5;3;16
V;6869;0;19942;20022;19;9;10.5;3;17
V;6869;0;19942;20031;20;-4;0;3;18
V;6869;0;19942;20032;21;9;0;3;19
V;6869;0;19942;20041;22;-4;0;3;20
V;6869;0;19942;20042;23;-4;0;3;21
V;6869;0;19942;20051;24;9;0;3;22
V;6869;0;19942;20052;25;9;30;3;23
V;6869;0;19942;20061;26;-5;0;3;24
I;6870;0;19992;19992;13;1;22.5;13;1
I;6870;0;19992;20001;14;2;36;13;2
I;6870;0;19992;20002;15;3;30;13;3
I;6870;0;19992;20011;16;4;30;13;4
I;6870;0;19992;20012;17;5;4.5;13;5
I;6870;0;19992;20021;18;-2;0;13;6
I;6870;0;19992;20022;19;5;39;13;7
I;6870;0;19992;20031;20;5;40.5;13;8
I;6870;0;19992;20032;21;-3;0;13;9
I;6870;0;19992;20041;22;-3;0;13;10
I;6870;0;19992;20042;23;6;0;13;11
I;6870;0;19992;20051;24;7;0;13;12
I;6870;0;19992;20052;25;-5;30;13;13
M;6871;0;19962;19962;7;1;13.5;7;1
M;6871;0;19962;19971;8;2;45;7;2
M;6871;0;19962;19972;9;3;28.5;7;3
M;6871;0;19962;19981;10;4;38.2;7;4
M;6871;0;19962;19982;11;-2;0;7;5
M;6871;0;19962;19991;12;-2;0;7;6
M;6871;0;19962;19992;13;5;31.5;7;7
M;6871;0;19962;20001;14;6;28.5;7;8
M;6871;0;19962;20002;15;7;27;7;9
M;6871;0;19962;20011;16;8;34.5;7;10
M;6871;0;19962;20012;17;9;0;7;11
M;6871;0;19962;20021;18;-5;30;7;12
E;6872;0;19932;19932;1;1;22.5;1;1
E;6872;0;19932;19941;2;2;30;1;2
E;6872;0;19932;19942;3;3;28.5;1;3
E;6872;0;19932;19951;4;4;49.5;1;4
E;6872;0;19932;19952;5;5;28.5;1;5
E;6872;0;19932;19961;6;6;42;1;6
E;6872;0;19932;19962;7;7;39;1;7
E;6872;0;19932;19971;8;8;22.5;1;8
E;6872;0;19932;19972;9;-5;30;1;9
D;6873;0;20012;20012;17;1;22.5;17;1
D;6873;0;20012;20021;18;2;34.5;17;2
D;6873;0;20012;20022;19;3;33;17;3
D;6873;0;20012;20031;20;4;37.5;17;4
D;6873;0;20012;20032;21;5;24;17;5
D;6873;0;20012;20041;22;6;48;17;6
D;6873;0;20012;20042;23;7;46.5;17;7
D;6873;0;20012;20051;24;8;33;17;8
D;6873;0;20012;20052;25;9;12;17;9
D;6873;0;20012;20061;26;9;0;17;10
D;6873;0;20012;20062;27;9;0;17;11
D;6873;0;20012;20071;28;9;37.5;17;12
D;6873;0;20012;20072;29;-4;0;17;13
D;6873;0;20012;20081;30;-5;0;17;14
E;6874;0;19972;19972;9;1;24;9;1
E;6874;0;19972;19981;10;2;34.5;9;2
E;6874;0;19972;19982;11;3;30;9;3
E;6874;0;19972;19991;12;4;40.5;9;4
E;6874;0;19972;19992;13;5;31.5;9;5
E;6874;0;19972;20001;14;6;36;9;6
E;6874;0;19972;20002;15;7;31.5;9;7
E;6874;0;19972;20011;16;8;40.5;9;8
E;6874;0;19972;20012;17;9;30;9;9
E;6874;0;19972;20021;18;-5;0;9;10
P;6875;0;20052;20052;25;1;25.5;25;1
P;6875;0;20052;20061;26;2;40.5;25;2
P;6875;0;20052;20062;27;3;28.5;25;3
P;6875;0;20052;20071;28;4;24;25;4
P;6875;0;20052;20072;29;5;40.5;25;5
P;6875;0;20052;20081;30;6;34.5;25;6
P;6875;0;20052;20082;31;-3;0;25;7
P;6875;0;20052;20091;32;8;36;25;8
P;6875;0;20052;20092;33;9;6;25;9
P;6875;0;20052;20101;34;-4;0;25;10
P;6875;0;20052;20102;35;-4;0;25;11
P;6875;0;20052;20111;36;-4;0;25;12
P;6875;0;20052;20112;37;9;7.5;25;13
P;6875;0;20052;20121;38;9;0;25;14
P;6875;0;20052;20122;39;9;0;25;15
P;6875;0;20052;20131;40;9;0;25;16
P;6875;0;20052;20132;41;9;0;25;17
P;6875;0;20052;20141;42;-4;0;25;18
P;6875;0;20052;20142;43;-4;0;25;19
P;6875;0;20052;20151;44;-7;0;25;20
M;6876;0;19962;19962;7;1;22.5;7;1
M;6876;0;19962;19971;8;2;30;7;2
M;6876;0;19962;19972;9;3;36.7;7;3
M;6876;0;19962;19981;10;4;31.5;7;4
M;6876;0;19962;19982;11;5;31.5;7;5
M;6876;0;19962;19991;12;6;33.7;7;6
M;6876;0;19962;19992;13;7;27;7;7
M;6876;0;19962;20001;14;8;22.5;7;8
M;6876;0;19962;20002;15;9;6;7;9
M;6876;0;19962;20011;16;-5;30;7;10
V;6877;0;19942;19942;3;1;25.5;3;1
V;6877;0;19942;19951;4;2;24;3;2
V;6877;0;19942;19952;5;3;34.5;3;3
V;6877;0;19942;19961;6;4;28.5;3;4
V;6877;0;19942;19962;7;5;31.5;3;5
V;6877;0;19942;19971;8;6;18;3;6
V;6877;0;19942;19972;9;7;27;3;7
V;6877;0;19942;19981;10;8;31.5;3;8
V;6877;0;19942;19982;11;9;9;3;9
V;6877;0;19942;19991;12;9;45;3;10
V;6877;0;19942;19992;13;9;16.5;3;11
V;6877;0;19942;20001;14;9;6;3;12
V;6877;0;19942;20002;15;-5;0;3;13
W;6878;0;20062;20062;27;1;18;27;1
W;6878;0;20062;20071;28;2;16.5;27;2
W;6878;0;20062;20072;29;3;1.5;27;3
W;6878;0;20062;20081;30;3;0;27;4
W;6878;0;20062;20082;31;3;16.5;27;5
W;6878;0;20062;20091;32;3;15;27;6
W;6878;0;20062;20092;33;-2;0;27;7
W;6878;0;20062;20101;34;4;6;27;8
W;6878;0;20062;20102;35;5;0;27;9
W;6878;0;20062;20111;36;5;6;27;10
W;6878;0;20062;20112;37;5;6;27;11
W;6878;0;20062;20121;38;6;6;27;12
W;6878;0;20062;20122;39;7;3;27;13
W;6878;0;20062;20131;40;7;15;27;14
W;6878;0;20062;20132;41;7;22.5;27;15
W;6878;0;20062;20141;42;8;22.5;27;16
W;6878;0;20062;20142;43;8;12;27;17
W;6878;0;20062;20151;44;-7;22.5;27;18
E;6879;0;20022;20022;19;1;6;19;1
E;6879;0;20022;20031;20;-2;0;19;2
E;6879;0;20022;20032;21;-2;0;19;3
E;6879;0;20022;20041;22;-2;0;19;4
E;6879;0;20022;20042;23;-4;0;19;5
E;6879;0;20022;20051;24;-4;0;19;6
E;6879;0;20022;20052;25;-4;0;19;7
E;6879;0;20022;20061;26;-4;0;19;8
E;6879;0;20022;20062;27;-4;0;19;9
E;6879;0;20022;20071;28;-4;0;19;10
E;6879;0;20022;20072;29;-4;0;19;11
E;6879;0;20022;20081;30;-4;0;19;12
E;6879;0;20022;20082;31;-4;0;19;13
E;6879;0;20022;20091;32;-4;0;19;14
E;6879;0;20022;20092;33;-4;0;19;15
E;6879;0;20022;20101;34;-4;0;19;16
E;6879;0;20022;20102;35;-4;0;19;17
E;6879;0;20022;20111;36;-7;0;19;18
D;6880;0;19942;19942;3;1;24;3;1
D;6880;0;19942;19951;4;2;12;3;2
D;6880;0;19942;19952;5;3;21;3;3
D;6880;0;19942;19961;6;4;28.5;3;4
D;6880;0;19942;19962;7;5;12;3;5
D;6880;0;19942;19971;8;6;27;3;6
D;6880;0;19942;19972;9;6;25.5;3;7
D;6880;0;19942;19981;10;6;25.5;3;8
D;6880;0;19942;19982;11;7;18;3;9
D;6880;0;19942;19991;12;8;37.5;3;10
D;6880;0;19942;19992;13;9;0;3;11
D;6880;0;19942;20001;14;9;13.5;3;12
D;6880;0;19942;20002;15;-4;0;3;13
D;6880;0;19942;20011;16;-5;30;3;14
K;6881;0;20052;20052;25;1;15;25;1
K;6881;0;20052;20061;26;2;46.5;25;2
K;6881;0;20052;20062;27;3;28.5;25;3
K;6881;0;20052;20071;28;4;30;25;4
K;6881;0;20052;20072;29;5;30;25;5
K;6881;0;20052;20081;30;6;30;25;6
K;6881;0;20052;20082;31;7;30;25;7
K;6881;0;20052;20091;32;8;37.5;25;8
K;6881;0;20052;20092;33;-5;30;25;9
K;6882;1;20022;20022;19;1;12;19;1
K;6882;1;20022;20031;20;2;27;19;2
K;6882;1;20022;20032;21;3;15;19;3
K;6882;1;20022;20041;22;4;30;19;4
K;6882;1;20022;20042;23;5;22.5;19;5
K;6882;1;20022;20051;24;6;52.5;19;6
K;6882;1;20022;20052;25;6;31.5;19;7
K;6882;1;20022;20061;26;7;49.5;19;8
K;6882;1;20022;20062;27;9;0;19;9
K;6882;1;20022;20071;28;-5;30;19;10
F;6883;0;19992;19992;13;1;0;13;1
F;6883;0;19992;20001;14;-4;0;13;2
F;6883;0;19992;20002;15;-4;0;13;3
F;6883;0;19992;20011;16;-4;0;13;4
F;6883;0;19992;20012;17;-4;0;13;5
F;6883;0;19992;20021;18;-4;0;13;6
F;6883;0;19992;20022;19;-4;0;13;7
F;6883;0;19992;20031;20;-4;0;13;8
F;6883;0;19992;20032;21;-4;0;13;9
F;6883;0;19992;20041;22;-4;0;13;10
F;6883;0;19992;20042;23;-4;0;13;11
F;6883;0;19992;20051;24;-4;0;13;12
F;6883;0;19992;20052;25;-4;0;13;13
F;6883;0;19992;20061;26;-4;0;13;14
F;6883;0;19992;20062;27;-4;0;13;15
F;6883;0;19992;20071;28;-4;0;13;16
F;6883;0;19992;20072;29;-4;0;13;17
F;6883;0;19992;20081;30;-4;0;13;18
F;6883;0;19992;20082;31;-4;0;13;19
F;6883;0;19992;20091;32;-4;0;13;20
F;6883;0;19992;20092;33;-4;0;13;21
F;6883;0;19992;20101;34;-4;0;13;22
F;6883;0;19992;20102;35;-4;0;13;23
F;6883;0;19992;20111;36;-4;0;13;24
F;6883;0;19992;20112;37;-4;0;13;25
F;6883;0;19992;20121;38;-4;0;13;26
F;6883;0;19992;20122;39;-4;0;13;27
F;6883;0;19992;20131;40;-4;0;13;28
F;6883;0;19992;20132;41;-4;0;13;29
F;6883;0;19992;20141;42;-4;0;13;30
F;6883;0;19992;20142;43;-4;0;13;31
F;6883;0;19992;20151;44;-7;0;13;32
C;6884;0;20022;20022;19;1;18;19;1
C;6884;0;20022;20031;20;-2;0;19;2
C;6884;0;20022;20032;21;-2;0;19;3
C;6884;0;20022;20041;22;-2;0;19;4
C;6884;0;20022;20042;23;-4;0;19;5
C;6884;0;20022;20051;24;-4;0;19;6
C;6884;0;20022;20052;25;-4;0;19;7
C;6884;0;20022;20061;26;-7;0;19;8
M;6885;0;20052;20052;25;1;27;25;1
M;6885;0;20052;20061;26;2;27;25;2
M;6885;0;20052;20062;27;3;22.5;25;3
M;6885;0;20052;20071;28;4;28.5;25;4
M;6885;0;20052;20072;29;5;21.5;25;5
M;6885;0;20052;20081;30;6;43.5;25;6
M;6885;0;20052;20082;31;7;36;25;7
M;6885;0;20052;20091;32;8;36;25;8
M;6885;0;20052;20092;33;9;0;25;9
M;6885;0;20052;20101;34;9;30;25;10
M;6885;0;20052;20102;35;-4;0;25;11
M;6885;0;20052;20111;36;-5;0;25;12
M;6886;0;20002;20002;15;1;4.5;15;1
M;6886;0;20002;20011;16;2;16.5;15;2
M;6886;0;20002;20012;17;3;27;15;3
M;6886;0;20002;20021;18;3;22.5;15;4
M;6886;0;20002;20022;19;3;28.5;15;5
M;6886;0;20002;20031;20;4;24;15;6
M;6886;0;20002;20032;21;5;13.5;15;7
M;6886;0;20002;20041;22;6;7.5;15;8
M;6886;0;20002;20042;23;6;7.5;15;9
M;6886;0;20002;20051;24;7;12;15;10
M;6886;0;20002;20052;25;7;4.5;15;11
M;6886;0;20002;20061;26;7;7.5;15;12
M;6886;0;20002;20062;27;7;12;15;13
M;6886;0;20002;20071;28;7;0;15;14
M;6886;0;20002;20072;29;8;30;15;15
M;6886;0;20002;20081;30;-4;0;15;16
M;6886;0;20002;20082;31;-4;0;15;17
M;6886;0;20002;20091;32;-4;0;15;18
M;6886;0;20002;20092;33;-4;0;15;19
M;6886;0;20002;20101;34;8;0;15;20
M;6886;0;20002;20102;35;-4;0;15;21
M;6886;0;20002;20111;36;-4;0;15;22
M;6886;0;20002;20112;37;-4;0;15;23
M;6886;0;20002;20121;38;-4;0;15;24
M;6886;0;20002;20122;39;-4;0;15;25
M;6886;0;20002;20131;40;-4;0;15;26
M;6886;0;20002;20132;41;-4;0;15;27
M;6886;0;20002;20141;42;-4;0;15;28
M;6886;0;20002;20142;43;-4;0;15;29
M;6886;0;20002;20151;44;-7;0;15;30
N;6887;0;20102;20102;35;1;0;35;1
N;6887;0;20102;20111;36;-7;0;35;2
C;6888;0;20122;20122;39;-7;0;39;1
G;6889;0;20062;20062;27;1;24;27;1
G;6889;0;20062;20071;28;2;22.5;27;2
G;6889;0;20062;20072;29;-7;22.5;27;3
I;6890;1;20122;20122;39;1;30;39;1
I;6890;1;20122;20131;40;2;24;39;2
I;6890;1;20122;20132;41;3;31;39;3
I;6890;1;20122;20141;42;-2;4;39;4
I;6890;1;20122;20142;43;5;19;39;5
I;6890;1;20122;20151;44;6;14;39;6
I;6890;1;20122;20152;45;-3;6;39;7
I;6890;1;20122;20161;46;8;36;39;8
G;6891;1;20112;20112;37;-7;4.5;37;1
E;6892;1;19952;19952;5;1;7.5;5;1
E;6892;1;19952;19961;6;2;15;5;2
E;6892;1;19952;19962;7;3;7.5;5;3
E;6892;1;19952;19971;8;-4;0;5;4
E;6892;1;19952;19972;9;-2;0;5;5
E;6892;1;19952;19981;10;-2;0;5;6
E;6892;1;19952;19982;11;-4;0;5;7
E;6892;1;19952;19991;12;-4;0;5;8
E;6892;1;19952;19992;13;-4;0;5;9
E;6892;1;19952;20001;14;-4;0;5;10
E;6892;1;19952;20002;15;-4;0;5;11
E;6892;1;19952;20011;16;-4;0;5;12
E;6892;1;19952;20012;17;-4;0;5;13
E;6892;1;19952;20021;18;-4;0;5;14
E;6892;1;19952;20022;19;-4;0;5;15
E;6892;1;19952;20031;20;-4;0;5;16
E;6892;1;19952;20032;21;-4;0;5;17
E;6892;1;19952;20041;22;-4;0;5;18
E;6892;1;19952;20042;23;-4;0;5;19
E;6892;1;19952;20051;24;-4;0;5;20
E;6892;1;19952;20052;25;-4;0;5;21
E;6892;1;19952;20061;26;-4;0;5;22
E;6892;1;19952;20062;27;-4;0;5;23
E;6892;1;19952;20071;28;-4;0;5;24
E;6892;1;19952;20072;29;-4;0;5;25
E;6892;1;19952;20081;30;-4;0;5;26
E;6892;1;19952;20082;31;-4;0;5;27
E;6892;1;19952;20091;32;-4;0;5;28
E;6892;1;19952;20092;33;-4;0;5;29
E;6892;1;19952;20101;34;-4;0;5;30
E;6892;1;19952;20102;35;-4;0;5;31
E;6892;1;19952;20111;36;-7;0;5;32
E;6893;0;19972;19972;9;1;18;9;1
E;6893;0;19972;19981;10;2;40.5;9;2
E;6893;0;19972;19982;11;3;22.5;9;3
E;6893;0;19972;19991;12;4;34.5;9;4
E;6893;0;19972;19992;13;5;28.5;9;5
E;6893;0;19972;20001;14;6;37.5;9;6
E;6893;0;19972;20002;15;7;28.5;9;7
E;6893;0;19972;20011;16;8;13.5;9;8
E;6893;0;19972;20012;17;8;13.5;9;9
E;6893;0;19972;20021;18;-5;39;9;10
V;6894;1;20062;20062;27;1;24;27;1
V;6894;1;20062;20071;28;2;36;27;2
V;6894;1;20062;20072;29;3;31.5;27;3
V;6894;1;20062;20081;30;4;30;27;4
V;6894;1;20062;20082;31;-4;0;27;5
V;6894;1;20062;20091;32;-4;0;27;6
V;6894;1;20062;20092;33;-4;0;27;7
V;6894;1;20062;20101;34;-7;0;27;8
F;6895;0;20042;20042;23;1;27;23;1
F;6895;0;20042;20051;24;2;39;23;2
